# Agent 5 Knowledge Log
# Format: time;event_type;knowledge
1277;FinishTrip;{5: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1232}, 1: {'pet': 'Fish', 'house': 6, 'location': 1, 't': 1277}, 6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 4: {'pet': 'Humpster', 'house': 2, 'location': 1, 't': 1232}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 976}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1278;FinishTrip;{5: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1232}, 1: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 1278}, 6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 4: {'pet': 'Humpster', 'house': 2, 'location': 1, 't': 1232}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 976}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1278;ChangePet;{5: {'pet': 'Fish', 'house': 1, 'location': 6, 't': 1278}, 1: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 1278}, 6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 4: {'pet': 'Humpster', 'house': 2, 'location': 1, 't': 1232}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 976}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1282;FinishTrip;{5: {'pet': 'Fish', 'house': 1, 'location': 6, 't': 1278}, 1: {'pet': 'Dog', 'house': 6, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 4: {'pet': 'Humpster', 'house': 2, 'location': 1, 't': 1232}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 976}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1282;changeHouse;{5: {'pet': 'Fish', 'house': 6, 'location': 1, 't': 1282}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 4: {'pet': 'Humpster', 'house': 2, 'location': 1, 't': 1232}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 976}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1283;FinishTrip;{5: {'pet': 'Fish', 'house': 6, 'location': 1, 't': 1282}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1283}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 976}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1291;FinishTrip;{5: {'pet': 'Fish', 'house': 6, 'location': 1, 't': 1282}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 733}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 6, 't': 976}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1309;ChangePet;{5: {'pet': 'Fish', 'house': 6, 'location': 1, 't': 1282}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 2, 'location': 4, 't': 1309}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1321;FinishTrip;{5: {'pet': 'Fish', 'house': 6, 'location': 1, 't': 1282}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 1321}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1321;changeHouse;{5: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1321}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 6, 'location': 2, 't': 1321}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1321;ChangePet;{5: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 1321}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Fish', 'house': 6, 'location': 2, 't': 1321}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 843}}
1354;FinishTrip;{5: {'pet': 'Bear', 'house': 2, 'location': 2, 't': 1321}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Fish', 'house': 6, 'location': 2, 't': 1321}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 2, 't': 1354}}
1354;changeHouse;{5: {'pet': 'Bear', 'house': 3, 'location': 2, 't': 1354}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Fish', 'house': 6, 'location': 2, 't': 1321}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 2, 'location': 2, 't': 1354}}
1453;FinishTrip;{5: {'pet': 'Bear', 'house': 3, 'location': 2, 't': 1354}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Fish', 'house': 6, 'location': 2, 't': 1321}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 1453}}
1453;changeHouse;{5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1453}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Fish', 'house': 6, 'location': 2, 't': 1321}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1476;FinishTrip;{5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1453}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 1476}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1476;changeHouse;{5: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1476}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 1476}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1476;ChangePet;{5: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 1476}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 6, 'location': 5, 't': 1476}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1481;FinishTrip;{5: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 1476}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1481}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1481;changeHouse;{5: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 1481}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 5, 'location': 6, 't': 1481}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1481;ChangePet;{5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1481}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 5, 'location': 6, 't': 1481}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1484;FinishTrip;{5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1481}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 5, 'location': 5, 't': 1484}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1484;changeHouse;{5: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1484}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 1484}, 4: {'pet': 'Humpster', 'house': 4, 'location': 6, 't': 1291}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1510;FinishTrip;{5: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1484}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 6, 'location': 5, 't': 1484}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1510}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1510;FinishTrip;{5: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1484}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 1510}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1510}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1510;changeHouse;{5: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1510}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 5, 'location': 6, 't': 1510}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1510}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1510;ChangePet;{5: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 1510}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 5, 'location': 6, 't': 1510}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1510}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1525;FinishTrip;{5: {'pet': 'Dog', 'house': 6, 'location': 6, 't': 1510}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Bear', 'house': 5, 'location': 6, 't': 1510}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1525}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1586;ChangePet;{5: {'pet': 'Zebra', 'house': 6, 'location': 5, 't': 1586}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1586}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1525}, 2: {'pet': 'Zebra', 'house': 5, 'location': 4, 't': 1309}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1607;FinishTrip;{5: {'pet': 'Zebra', 'house': 6, 'location': 5, 't': 1586}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1586}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1525}, 2: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1607}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1607;changeHouse;{5: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1607}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1586}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1525}, 2: {'pet': 'Bear', 'house': 6, 'location': 5, 't': 1607}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1612;FinishTrip;{5: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1607}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1586}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1525}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1453}}
1615;FinishTrip;{5: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1607}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1586}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1525}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Cat', 'house': 3, 'location': 5, 't': 1615}}
1615;changeHouse;{5: {'pet': 'Zebra', 'house': 3, 'location': 5, 't': 1615}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1586}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1525}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Cat', 'house': 5, 'location': 5, 't': 1615}}
1615;ChangePet;{5: {'pet': 'Cat', 'house': 3, 'location': 5, 't': 1615}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1586}, 4: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1525}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1622;FinishTrip;{5: {'pet': 'Cat', 'house': 3, 'location': 5, 't': 1615}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Dog', 'house': 4, 'location': 5, 't': 1586}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1710;ChangePet;{5: {'pet': 'Bear', 'house': 3, 'location': 6, 't': 1710}, 1: {'pet': 'Dog', 'house': 1, 'location': 1, 't': 1282}, 6: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 1710}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1828;ChangePet;{5: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1828}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 1828}, 6: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 1710}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1832;FinishTrip;{5: {'pet': 'Cat', 'house': 3, 'location': 6, 't': 1828}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 1828}, 6: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1832}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1832;changeHouse;{5: {'pet': 'Cat', 'house': 5, 'location': 5, 't': 1832}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 1828}, 6: {'pet': 'Zebra', 'house': 3, 'location': 5, 't': 1832}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1832;ChangePet;{5: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1832}, 1: {'pet': 'Bear', 'house': 1, 'location': 6, 't': 1828}, 6: {'pet': 'Cat', 'house': 3, 'location': 5, 't': 1832}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1898;ChangePet;{5: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 1898}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1898}, 6: {'pet': 'Cat', 'house': 3, 'location': 5, 't': 1832}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 6, 't': 1612}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1908;FinishTrip;{5: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 1898}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1898}, 6: {'pet': 'Cat', 'house': 3, 'location': 5, 't': 1832}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 5, 't': 1908}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1908;FinishTrip;{5: {'pet': 'Cat', 'house': 5, 'location': 6, 't': 1898}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1898}, 6: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1908}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 6, 'location': 5, 't': 1908}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1908;changeHouse;{5: {'pet': 'Cat', 'house': 4, 'location': 5, 't': 1908}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1898}, 6: {'pet': 'Humpster', 'house': 6, 'location': 5, 't': 1908}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1908}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1908;ChangePet;{5: {'pet': 'Humpster', 'house': 4, 'location': 5, 't': 1908}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1898}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 1908}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1908}, 3: {'pet': 'Zebra', 'house': 5, 'location': 5, 't': 1615}}
1980;ChangePet;{5: {'pet': 'Cat', 'house': 4, 'location': 5, 't': 1980}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1898}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 1908}, 4: {'pet': 'Fish', 'house': 2, 'location': 2, 't': 1622}, 2: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1908}, 3: {'pet': 'Humpster', 'house': 6, 'location': 5, 't': 1980}}
1995;FinishTrip;{5: {'pet': 'Cat', 'house': 4, 'location': 5, 't': 1980}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1898}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 1908}, 4: {'pet': 'Fish', 'house': 6, 'location': 6, 't': 1995}, 2: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1908}, 3: {'pet': 'Humpster', 'house': 6, 'location': 5, 't': 1980}}
1995;changeHouse;{5: {'pet': 'Cat', 'house': 6, 'location': 6, 't': 1995}, 1: {'pet': 'Zebra', 'house': 1, 'location': 6, 't': 1898}, 6: {'pet': 'Cat', 'house': 6, 'location': 5, 't': 1908}, 4: {'pet': 'Fish', 'house': 4, 'location': 6, 't': 1995}, 2: {'pet': 'Bear', 'house': 5, 'location': 5, 't': 1908}, 3: {'pet': 'Humpster', 'house': 6, 'location': 5, 't': 1980}}
